id_cliente,horas_consumo_mensual,gasto_mensual,cantidad_contenidos_vistos,sesiones_semana,porcentaje_finalizacion,tiempo_promedio_sesion_min,cantidad_generos_consumidos,porcentaje_uso_promociones,antiguedad_cliente_meses,edad,dispositivos_registrados,porcentaje_uso_app_movil,cantidad_perfiles_creados,interacciones_mensuales_soporte,distancia_promedio_red_km,cluster,pc1,pc2
1212,54,65,3,0,17,74,1,0.5702934700373882,13,52,5,0.55,2,4,56.3,1,-2.989719309099181,-1.9157108445362014
1213,19,89,5,3,36,36,1,0.3626884619001109,8,57,3,0.47,2,1,67.2,1,-2.865587245137536,0.2896946876887337
1214,32,186,73,16,42,145,8,0.1209355503146033,63,31,2,0.96,1,4,64.4,0,1.4931266943650228,1.9765259807252784
1215,19,110,3,1,32,34,4,0.2360854055604711,12,52,4,0.57,3,5,76.9,1,-2.331378907352923,-0.2559756162310098
1216,40,155,24,17,68,90,9,0.1803734754636226,35,65,3,0.3,2,3,43.3,0,0.35009811224062165,0.5622574473213862
1217,24,277,76,20,51,76,6,0.4924945497377215,22,62,4,0.51,4,1,39.6,0,-0.41463634033832525,3.0647509181080097
1218,33,59,13,6,37,9,4,0.7562005807545773,12,37,5,0.93,2,5,32.7,1,-2.8952794175893573,-0.4340924236800668
1219,18,59,6,5,27,76,3,0.7188117152201243,21,66,3,0.26,2,5,13.1,1,-3.0488925777277496,-0.3564759600666609
1220,45,287,29,2,98,261,8,0.0606256711890657,89,30,1,0.29,3,5,46.2,2,3.235444444457831,-1.2742196504718895
1221,19,114,2,2,66,77,1,0.3833145863948142,20,55,4,0.11,3,0,22.9,1,-2.0266810044423056,-0.248346017985048
1222,40,55,4,1,64,10,3,0.6717655740542567,15,66,5,0.11,5,5,73.8,1,-2.909542130330692,-0.8084481974596054
1223,36,179,56,24,81,71,9,0.2588715109716844,57,63,1,0.85,4,0,47.1,0,1.2216242198055685,2.746202985475013
1224,35,74,3,5,33,34,2,0.6835552400705728,16,66,1,0.76,3,5,47.8,1,-3.0283330276104405,-0.558860616245083
1225,21,299,33,13,54,80,5,0.1694098059946034,21,25,1,0.42,1,2,29.0,0,0.06675435954860516,0.9404585636060031
1226,17,139,37,14,64,125,3,0.2917417760551407,52,60,1,0.73,4,7,5.1,0,-0.161457983088886,1.0831759357782815
1227,60,519,10,6,83,244,8,0.1005132152926884,80,37,3,0.46,4,1,3.5,2,3.281740184241544,-2.2140846355919357
1228,23,54,13,4,43,12,1,0.2154871441696922,25,50,3,0.96,3,2,34.4,1,-2.1762815843105408,0.146101614822831
1229,44,317,22,4,87,179,10,6.650122409788129e-05,82,43,3,0.97,4,5,7.7,2,2.7916370765383034,-1.4270089345368195
1230,19,89,19,6,60,9,3,0.3150694733551163,25,56,5,0.45,3,1,48.9,1,-1.9445557921807033,0.7950994706432896
1231,31,516,27,8,84,202,13,0.0284498737374392,48,38,5,0.87,2,1,70.6,2,2.997425410084296,0.20421491762028252
1232,45,91,14,2,16,84,4,0.2373750788780376,4,66,5,0.8,5,6,70.8,1,-2.2299043536034078,-1.0119926790603968
1233,21,69,17,4,48,56,1,0.5743375017749832,28,59,2,0.38,2,3,53.1,1,-2.482544555052995,0.3620514589486115
1234,54,92,3,6,36,18,3,0.6401686283368413,22,60,5,0.31,3,2,17.7,1,-2.6316657602140685,-1.4726646625859279
1235,19,249,46,10,54,80,4,0.3723899308952978,58,58,3,0.51,3,3,69.2,0,-0.32161600356412373,1.6903664725442136
1236,22,94,13,4,35,89,1,0.6809222671297939,13,26,3,0.8,2,1,71.0,1,-2.651229485320436,0.4439355883398501
1237,18,258,40,24,94,176,4,0.1508799050749798,53,41,2,0.96,1,0,16.5,0,1.6370726398217852,2.4273987232362515
1238,34,231,79,22,79,158,3,0.3456325244738945,48,54,2,0.79,1,1,59.3,0,1.050778771890904,3.0136825118244635
1239,38,71,13,0,50,68,1,0.5952152877244662,9,66,5,0.87,1,3,23.6,1,-2.7112999562053393,-1.0653241713517296
1240,15,249,79,20,68,156,4,0.4721275539351295,59,58,4,0.64,3,2,64.4,0,0.5591504862653099,3.6057047577196273
1241,50,533,20,7,71,127,10,0.1273339364334414,54,34,2,0.85,4,5,79.8,2,2.2827709937631275,-0.896735275948387
1242,46,592,33,3,74,279,5,0.0886546174887236,47,41,1,0.81,3,6,3.4,2,2.8019598758491626,-1.7609141168039808
1243,42,449,34,7,80,248,7,0.0142513455530517,63,38,3,0.44,4,6,71.9,2,2.7869330650625526,-0.49627114994880434
1244,34,34,8,1,40,15,4,0.6647921187087091,7,68,1,0.6,2,6,50.2,1,-3.0632830727109908,-0.8221831732522636
1245,33,147,70,15,44,64,8,0.432213782561936,27,56,3,0.82,5,5,77.9,0,-0.5016816455468164,2.278823678371714
1246,39,287,24,1,77,223,13,0.1951981699197585,54,58,3,0.14,4,6,37.7,2,2.0064954828522117,-1.341814613144987
1247,20,78,4,5,13,82,1,0.5863425521246785,26,56,2,0.83,1,2,67.9,1,-2.9721235584531445,0.2816300059519726
1248,39,398,13,8,71,237,9,0.1840594362438815,55,30,2,0.26,3,5,5.9,2,2.2248407778771395,-1.4385249026712166
1249,61,537,37,2,80,129,5,0.1856167280652099,94,28,1,0.56,2,6,27.5,2,2.789420399859112,-2.043495843798445
1250,38,402,17,9,87,141,8,0.0481385423665009,60,63,3,0.83,1,5,6.3,2,2.00068681089454,-0.9620616687578015
1251,26,151,70,18,88,179,7,0.214362715695664,51,36,1,0.33,2,3,78.1,0,1.6719291253209434,2.6717021421882126
1252,47,68,17,3,50,51,2,0.5816424582378952,21,28,4,0.32,5,7,65.5,1,-2.107480744836898,-1.0471340057955307
1253,37,551,17,7,92,205,10,0.1969339479049016,61,30,1,0.46,3,7,68.4,2,2.9550478144754764,-0.8770272400380754
1254,42,148,32,22,41,88,7,0.3903919639941182,46,63,5,0.91,3,2,75.1,0,-0.3957056540737735,1.6391518842954926
1255,32,214,34,23,62,147,6,0.3931206179065002,62,62,1,0.1,5,4,7.7,0,0.6339228798653522,1.3093022401858112
1256,54,90,1,7,12,67,2,0.5390131957154097,29,18,5,0.91,3,0,31.5,1,-2.1942925505110793,-1.3121654012354718
1257,59,544,21,9,74,230,12,0.0923114948839579,55,57,5,0.24,4,6,6.6,2,3.075131481946463,-2.101893141375526
1258,25,30,12,4,12,69,4,0.2595068597523295,10,61,5,0.99,2,0,17.7,1,-2.523450151290945,-0.13010078234688174
1259,51,118,10,4,55,31,2,0.4132307412114437,13,36,4,0.96,1,5,19.1,1,-1.7185152265567165,-1.6713145916124081
1260,23,283,41,14,65,117,8,0.4330721877388173,33,29,1,0.55,5,0,38.1,0,0.47500094921062236,1.6837280167282775
1261,31,63,11,7,60,74,4,0.5012301280930683,26,25,1,0.56,4,2,22.2,1,-1.3324160444623891,-0.1723098724871026
1262,33,360,38,4,89,257,12,0.0434418195382421,65,25,4,0.53,1,2,9.0,2,3.3589986610480893,-0.7082332193349798
1263,19,173,59,11,60,133,8,0.1667540471419483,64,62,3,0.67,1,1,14.2,0,0.9785003521345288,1.6196542005484802
1264,37,46,7,3,38,18,3,0.238912156689781,16,29,2,0.18,5,7,12.6,1,-1.978957753438218,-1.4703747187377487
1265,33,503,33,2,99,201,7,0.0539641440256428,99,65,1,0.13,4,6,77.9,2,3.1060511771568837,-0.38559541753254767
1266,36,78,14,2,31,28,1,0.6475551252882048,26,50,2,0.15,1,1,61.0,1,-2.8690363226248556,-0.38154422778612523
1267,48,93,19,7,54,59,1,0.4604116197043252,18,62,4,0.5,1,0,77.5,1,-2.0056740224003318,-0.006211808628501859
1268,45,76,11,0,69,49,1,0.4527488319764432,4,43,3,0.35,4,4,35.7,1,-2.116199464942904,-1.3371279637112823
1269,37,76,15,5,56,82,4,0.4302997711598264,9,56,3,0.66,3,1,23.0,1,-1.7051038215684862,-0.37781872922835247
1270,40,263,24,24,49,109,5,0.1104786834128259,68,45,3,0.99,1,1,64.1,0,0.9803635334778231,1.4089466285426446
1271,59,503,31,6,86,228,7,0.1881358490230681,81,22,4,0.45,2,2,26.8,2,3.2252129650536925,-1.595787998747232
1272,64,551,35,3,74,212,9,0.0961812001506139,60,25,5,0.62,4,4,24.7,2,3.0976681998935023,-2.1209854432905715
1273,39,441,14,4,75,209,8,0.0099684055565883,78,42,5,0.47,1,5,19.4,2,2.562595197704631,-1.7265805991415604
1274,64,378,33,9,73,189,13,0.0317816335338707,99,44,2,0.86,5,0,11.2,2,3.753075898536432,-1.1246073732035289
1275,48,113,4,4,39,28,4,0.2267569450237769,22,63,5,0.91,2,1,21.3,1,-1.6916075529706969,-1.301613077043448
1276,45,36,3,6,37,18,4,0.7849007916686672,16,40,5,0.89,1,4,29.1,1,-2.8612633642093,-1.166328287325185
1277,60,355,34,6,81,192,8,0.0067227200366565,59,47,3,0.98,2,7,54.2,2,2.5447303125292073,-1.428680688319451
1278,35,86,4,1,42,11,2,0.7399000074123636,18,62,3,0.12,2,6,5.9,1,-3.147474918276357,-1.5492310538502188
1279,49,104,15,7,16,25,2,0.6967210251933038,24,64,2,0.86,3,4,17.6,1,-2.8255352392618076,-0.9287621916680853
1280,43,562,14,5,87,188,7,0.1450311455102229,76,40,1,0.78,2,7,64.9,2,2.7878167454290694,-1.3549373010050403
1281,53,554,28,3,94,204,13,0.0366030888469454,72,66,2,0.31,3,0,12.6,2,3.7089613797482563,-1.4991061974072073
1282,32,236,23,14,46,145,9,0.3180422113042799,43,64,2,0.96,4,4,28.1,0,0.35454709857767697,0.44191958172137613
1283,51,57,11,0,48,53,1,0.5677400965171696,14,37,4,0.23,3,7,69.3,1,-2.4730217046471457,-1.6598089259693847
1284,20,217,20,14,60,64,4,0.3656751658021669,21,35,4,0.71,5,4,13.2,0,-0.9361595438087258,0.7817693895134769
1285,27,45,16,2,48,80,4,0.6721820809505998,6,35,2,0.3,1,4,7.5,1,-2.313323408679163,-0.7887853282882727
1286,42,178,29,7,90,122,3,0.1805455128543897,26,19,2,0.49,4,6,39.3,0,0.42583074396115767,-0.5249786678724281
1287,38,49,4,5,61,19,4,0.2757522696755681,15,21,2,0.75,4,7,24.9,1,-1.4352710308926109,-1.209901394357814
1288,39,43,9,7,67,32,2,0.534788443269584,2,47,5,0.61,5,7,45.5,1,-2.472704937304431,-0.5800595083020363
1289,39,250,27,16,72,101,6,0.4193376752897313,58,50,4,0.48,3,1,64.5,0,0.38892453657803133,0.9909090364959292
1290,40,118,18,2,28,73,3,0.317365563826709,12,53,2,0.39,1,0,11.8,1,-1.8478346060363007,-0.9642153589247677
1291,24,127,43,13,75,160,7,0.2249396407542054,28,35,3,0.86,3,6,46.9,0,0.559572537462926,1.163379076913633
1292,29,262,67,18,79,141,4,0.2790411761280867,25,54,3,0.23,2,4,40.9,0,0.5774134071026958,2.019107610040539
1293,41,512,25,3,82,122,6,0.0337708413355372,77,36,5,0.49,3,4,12.4,2,2.253368489699597,-1.4234159532649342
1294,50,30,8,4,41,52,3,0.3878971968903694,6,64,5,0.91,4,1,50.3,1,-2.4173036655577023,-0.7948845336422523
1295,28,138,51,13,51,70,8,0.2278667329762179,20,45,1,0.86,1,0,22.6,0,-0.1047713052445226,1.5000571183971911
1296,38,59,13,1,13,32,2,0.7878694747127133,27,57,1,0.46,3,2,39.5,1,-3.2864818132017244,-0.6977112641075975
1297,56,574,34,3,70,144,8,0.1780516106035604,44,37,1,0.79,1,6,7.5,2,2.287496754055624,-2.0788473272972032
1298,17,128,71,10,89,65,5,0.4038329640458528,30,66,5,0.84,1,1,37.3,0,-0.39452648040419885,2.4570507108356527
1299,19,76,12,3,18,89,4,0.4965274683501799,3,50,5,0.9,2,0,25.2,1,-2.740766630901316,0.0636848596859561
1300,26,149,45,20,60,87,4,0.1402549914094133,40,29,5,0.59,2,6,66.0,0,0.08967314898181403,1.801428587917119
